Time (s),A0 (g),Force(N)
0.8555,-0.010000000000000009,0.37
0.856,-0.010000000000000009,0.83
0.8565,0.0,-0.17
0.857,-0.010000000000000009,0.1
0.8575,-0.020000000000000018,0.18
0.858,-0.010000000000000009,0.81
0.858501,-0.010000000000000009,-0.08
0.859,-0.010000000000000009,0.69
0.8595,-0.010000000000000009,0.11
0.86,-0.010000000000000009,-0.41
0.8605,-0.010000000000000009,0.51
0.861,-0.010000000000000009,0.07
0.8615,0.0,-0.05
0.862,-0.010000000000000009,-0.92
0.862501,0.0,0.55
0.863,0.0,-0.04
0.8635,0.0,-0.75
0.864,-0.020000000000000018,0.11
0.8645,-0.010000000000000009,0.09
0.865,-0.010000000000000009,-0.36
0.8655,-0.020000000000000018,-0.07
0.866,0.0,0.15
0.8665,0.0,0.27
0.867,-0.020000000000000018,0.11
0.8675,-0.010000000000000009,0.76
0.868,-0.010000000000000009,-0.0
0.8685,-0.010000000000000009,0.35
0.869,-0.010000000000000009,-0.11
0.8695,-0.010000000000000009,0.18
0.87,-0.010000000000000009,0.21
0.8705,-0.010000000000000009,0.08
0.871,-0.020000000000000018,-0.05
0.8715,-0.020000000000000018,-0.38
0.872,-0.010000000000000009,0.22
0.8725,-0.020000000000000018,0.1
0.873,-0.010000000000000009,-0.07
0.8735,-0.020000000000000018,-0.58
0.874,-0.020000000000000018,-0.21
0.8745,-0.010000000000000009,0.36
0.875,0.0,-0.05
0.875501,0.010000000000000009,-0.19
0.876,-0.010000000000000009,0.47
0.8765,-0.010000000000000009,0.98
0.877,-0.010000000000000009,0.08
0.877501,-0.010000000000000009,0.52
0.878,0.0,0.01
0.878501,-0.010000000000000009,0.09
0.879,-0.020000000000000018,-0.85
0.8795,-0.010000000000000009,-0.25
0.88,-0.010000000000000009,0.19
0.880501,-0.020000000000000018,-0.22
0.881,-0.010000000000000009,-0.1
0.8815,0.0,-0.6
0.882,-0.020000000000000018,-0.04
0.882501,0.0,-0.12
0.883,0.0,0.14
0.8835,0.0,-0.04
0.884,0.0,0.44
0.884501,0.0,0.26
0.885,-0.010000000000000009,0.11
0.8855,0.0,-0.0
0.886,-0.010000000000000009,-0.13
0.8865,-0.010000000000000009,0.36
0.887,0.0,0.01
0.8875,-0.010000000000000009,0.21
0.888,-0.010000000000000009,0.21
0.8885,-0.010000000000000009,0.3
0.889,-0.010000000000000009,0.04
0.8895,-0.010000000000000009,0.15
0.89,-0.030000000000000027,-0.59
0.8905,0.0,-0.21
0.891,-0.010000000000000009,0.1
0.8915,-0.010000000000000009,-0.43
0.892,-0.010000000000000009,-0.35
0.8925,-0.020000000000000018,-0.16
0.893,-0.010000000000000009,0.1
0.8935,-0.010000000000000009,-0.14
0.894,0.0,0.13
0.894501,-0.010000000000000009,-0.18
0.895,-0.020000000000000018,-0.14
0.8955,0.0,-0.29
0.896,0.0,0.05
0.8965,0.0,0.4
0.897,-0.010000000000000009,0.48
0.897501,-0.010000000000000009,-0.01
0.898,-0.010000000000000009,0.16
0.8985,-0.010000000000000009,-0.1
0.899,-0.010000000000000009,-0.07
0.899501,0.0,0.2
0.9,-0.010000000000000009,-0.12
0.9005,-0.010000000000000009,-0.61
0.901,-0.010000000000000009,-0.01
0.901501,-0.010000000000000009,-0.36
0.902,-0.010000000000000009,0.06
0.902501,-0.010000000000000009,0.39
0.903,0.0,0.12
0.9035,-0.020000000000000018,-0.38
0.904,-0.010000000000000009,-0.25
0.9045,0.0,0.65
0.905,0.0,0.75
0.9055,0.0,0.57
0.906,-0.010000000000000009,0.27
0.906501,0.010000000000000009,0.86
0.907,-0.010000000000000009,-0.35
0.9075,-0.010000000000000009,-0.17
0.908,0.0,0.54
0.9085,-0.010000000000000009,-0.04
0.909,-0.010000000000000009,0.32
0.9095,-0.010000000000000009,0.74
0.91,-0.020000000000000018,-0.6
