Time (s),A0 (g),Force(N)
13.3215,0.10000000000000009,0.22
13.322,-0.14,0.02
13.3225,0.09000000000000008,0.32
13.323,-0.07999999999999996,0.26
13.3235,0.0,0.07
13.324,0.040000000000000036,0.33
13.3245,-0.10999999999999999,0.17
13.325,0.1200000000000001,0.1
13.3255,-0.14,0.04
13.326,0.07000000000000006,0.09
13.3265,-0.05999999999999994,0.2
13.327,-0.010000000000000009,0.13
13.3275,0.050000000000000044,0.12
13.328,-0.12,0.11
13.3285,0.1200000000000001,0.03
13.329,-0.13,-0.0
13.3295,0.06000000000000005,0.29
13.33,-0.030000000000000027,-0.06
13.3305,-0.04999999999999993,0.13
13.331,0.08000000000000007,0.1
13.3315,-0.14,0.15
13.332,0.13000000000000012,0.18
13.3325,-0.12,0.07
13.333,0.040000000000000036,-0.05
13.3335,-0.010000000000000009,0.05
13.334,-0.05999999999999994,0.3
13.334501,0.09000000000000008,-0.07
13.335,-0.15000000000000002,0.08
13.335501,0.1100000000000001,0.04
13.336,-0.12,0.13
13.3365,0.030000000000000027,0.06
13.337,0.0,0.04
13.3375,-0.07999999999999996,0.07
13.338,0.09000000000000008,0.38
13.338501,-0.15000000000000002,0.07
13.339,0.1100000000000001,0.1
13.3395,-0.07999999999999996,0.06
13.34,0.0,0.21
13.3405,0.020000000000000018,0.1
13.341,-0.09999999999999998,0.27
13.3415,0.1200000000000001,0.38
13.342,-0.14,-0.03
13.3425,0.09000000000000008,0.32
13.343,-0.06999999999999995,0.07
13.3435,-0.010000000000000009,0.33
13.344,0.040000000000000036,0.09
13.3445,-0.12,-0.07
13.345,0.10000000000000009,0.12
13.345501,-0.14,0.05
13.346,0.07000000000000006,0.06
13.3465,-0.04999999999999993,0.11
13.347,-0.030000000000000027,0.06
13.347501,0.06000000000000005,0.14
13.348,-0.12,0.16
13.3485,0.1100000000000001,-0.09
13.349,-0.13,0.24
13.3495,0.07000000000000006,0.4
13.35,-0.04999999999999993,0.1
13.350501,-0.040000000000000036,0.1
13.351,0.08000000000000007,0.19
13.351501,-0.13,0.24
13.352,0.1200000000000001,0.18
13.3525,-0.14,0.28
13.353,0.050000000000000044,0.12
13.3535,-0.020000000000000018,0.34
13.354,-0.06999999999999995,-0.0
13.3545,0.10000000000000009,-0.04
13.355,-0.15000000000000002,-0.07
13.355501,0.1100000000000001,0.09
13.356,-0.10999999999999999,-0.02
13.3565,0.030000000000000027,0.1
13.357,0.0,0.16
13.3575,-0.08999999999999997,0.05
13.358,0.09000000000000008,-0.07
13.3585,-0.14,-0.01
13.359,0.09000000000000008,0.23
13.3595,-0.08999999999999997,0.22
13.36,0.030000000000000027,0.27
13.3605,0.030000000000000027,0.31
13.361,-0.10999999999999999,-0.01
13.3615,0.13000000000000012,0.13
13.362,-0.14,0.08
13.362501,0.09000000000000008,0.14
13.363,-0.06999999999999995,0.22
13.3635,0.010000000000000009,-0.0
13.364,0.030000000000000027,0.21
13.364501,-0.10999999999999999,0.06
13.365,0.1100000000000001,0.42
13.3655,-0.13,0.1
13.366,0.07000000000000006,0.16
13.3665,-0.05999999999999994,0.32
13.367,-0.030000000000000027,0.18
13.3675,0.050000000000000044,0.03
13.368,-0.12,0.18
13.3685,0.10000000000000009,0.05
13.369,-0.12,0.37
13.3695,0.07000000000000006,0.25
13.37,-0.030000000000000027,0.14
13.370501,-0.04999999999999993,0.22
13.371,0.08000000000000007,0.12
13.3715,-0.13,0.18
13.372,0.1100000000000001,0.2
13.3725,-0.12,0.22
13.373,0.050000000000000044,0.06
13.3735,-0.010000000000000009,0.19
13.374,-0.05999999999999994,0.1
13.3745,0.09000000000000008,0.17
13.375,-0.14,0.21
13.3755,0.1100000000000001,0.17
13.376,-0.09999999999999998,0.26
13.3765,0.030000000000000027,0.08
13.377,0.0,-0.08
13.3775,-0.07999999999999996,0.23
13.378,0.1100000000000001,0.18
13.3785,-0.14,0.16
13.379,0.10000000000000009,-0.02
13.3795,-0.08999999999999997,0.11
13.38,0.020000000000000018,0.23
13.3805,0.020000000000000018,0.03
13.381,-0.08999999999999997,0.25
13.381501,0.1200000000000001,0.05
13.382,-0.14,0.17
13.3825,0.10000000000000009,-0.05
13.383,-0.07999999999999996,-0.0
13.3835,0.010000000000000009,0.2
13.384,0.06000000000000005,0.29
13.3845,-0.09999999999999998,0.05
13.385,0.1200000000000001,0.33
13.3855,-0.13,0.12
13.386,0.08000000000000007,0.15
13.3865,-0.05999999999999994,0.31
13.387,-0.010000000000000009,-0.11
13.3875,0.06000000000000005,-0.02
13.388,-0.13,0.51
13.3885,0.1100000000000001,0.15
13.389001,-0.12,0.12
13.3895,0.07000000000000006,0.11
13.39,-0.04999999999999993,0.08
13.3905,-0.04999999999999993,0.13
13.391,0.08000000000000007,-0.03
13.3915,-0.13,0.04
13.392,0.1200000000000001,0.13
13.3925,-0.12,0.1
13.393,0.050000000000000044,0.1
13.3935,-0.020000000000000018,0.23
13.394,-0.06999999999999995,0.31
13.3945,0.08000000000000007,0.19
13.395,-0.13,0.2
13.3955,0.1100000000000001,0.1
13.396,-0.09999999999999998,0.27
13.3965,0.040000000000000036,-0.01
13.397,-0.010000000000000009,0.07
13.397501,-0.09999999999999998,0.06
13.398,0.10000000000000009,0.26
13.3985,-0.14,0.02
13.399,0.1200000000000001,0.27
13.3995,-0.08999999999999997,0.01
13.4,0.010000000000000009,0.2
13.4005,0.020000000000000018,0.01
13.401,-0.07999999999999996,0.14
13.4015,0.10000000000000009,0.09
13.402,-0.13,0.14
13.4025,0.10000000000000009,0.1
13.403,-0.06999999999999995,0.22
13.4035,0.0,0.08
13.404,0.040000000000000036,-0.01
13.4045,-0.09999999999999998,0.14
13.405,0.1100000000000001,0.07
13.4055,-0.13,0.23
13.406001,0.08000000000000007,0.62
13.4065,-0.04999999999999993,0.04
13.407,-0.040000000000000036,0.04
13.4075,0.06000000000000005,0.24
13.408,-0.12,0.21
13.4085,0.1100000000000001,0.07
13.409,-0.12,0.29
13.4095,0.08000000000000007,0.22
13.41,-0.04999999999999993,0.13
13.4105,-0.040000000000000036,0.16
13.411,0.08000000000000007,0.15
13.4115,-0.14,0.19
13.412,0.1200000000000001,0.25
13.4125,-0.10999999999999999,0.1
13.413,0.06000000000000005,0.08
13.4135,-0.030000000000000027,0.47
13.414,-0.06999999999999995,0.27
13.414501,0.10000000000000009,0.01
13.415,-0.13,0.16
13.415501,0.1100000000000001,-0.05
13.416,-0.10999999999999999,0.15
13.416501,0.050000000000000044,0.19
13.417,0.010000000000000009,0.01
13.4175,-0.06999999999999995,0.1
13.418,0.10000000000000009,0.07
13.4185,-0.13,0.09
13.419,0.10000000000000009,0.2
13.4195,-0.08999999999999997,0.15
13.42,0.020000000000000018,0.33
