t,0,l/4,l/2,3l/4,l
3.8383838383838382,-2.4921294868280386,1.7676294792607203,-3.2305580726893783,-0.821648959754704,-1.0951413563653773
3.939393939393939,-2.5796968055783682,1.7763513941897884,-3.4109402804436773,-0.8715981226182167,-1.1821925404874527
4.040404040404041,-2.6842136860472943,1.7558042257652196,-3.5952811525031088,-0.924307001595307,-1.273081530813871
4.141414141414141,-2.787240529405517,1.7112117852352648,-3.7658409339184367,-0.9567398383772416,-1.3692804914536405
4.242424242424242,-2.8976123049510796,1.6627164223245867,-3.934501604544038,-0.9750272201441332,-1.4435261452939283
4.343434343434343,-3.0157765697768677,1.6138791231411034,-4.118611611619042,-0.9957875543682296,-1.5015896120872665
4.444444444444445,-3.1132912340074013,1.5654143371838103,-4.308559336467502,-1.0085671240674026,-1.5776141559327537
4.545454545454545,-3.173419972939726,1.5212939967887222,-4.500693927082604,-1.008925606354075,-1.6840689183635145
4.646464646464646,-3.198968280447694,1.4589983212087554,-4.691043110019693,-1.0136791683616426,-1.8123418953896122
4.747474747474747,-3.211804969287046,1.373543970910733,-4.873391089839111,-1.0404464309624755,-1.9561505790437834
4.848484848484849,-3.2259132611293215,1.2854455698930105,-5.043165063566634,-1.0778708468815188,-2.121891084160796
4.94949494949495,-3.2218070844567896,1.1919344731222679,-5.190186983785762,-1.1025211136065671,-2.2945881421026737
5.05050505050505,-3.187905956717226,1.0939227166679608,-5.328942601169457,-1.1265821303528734,-2.46141215907705
5.151515151515151,-3.131565841714484,1.0134183938264882,-5.4791518049133074,-1.1685797005389151,-2.6385049723019485
5.252525252525253,-3.065075908139618,0.9479212551665268,-5.640605125128804,-1.224534859857956,-2.825854998759489
5.353535353535354,-2.9938900181227983,0.8706006503670325,-5.807855141523743,-1.2872204360192545,-3.0138335063388095
5.454545454545454,-2.9071230280929665,0.7692156358165498,-5.974936351329512,-1.3409128881661796,-3.213684515740098
5.555555555555555,-2.807745419415919,0.663981713245768,-6.138615900834437,-1.3851107204915063,-3.4336923914710824
5.656565656565657,-2.7249280775656435,0.5719626836643423,-6.286869536418363,-1.4547236592421628,-3.651781653533833
5.757575757575758,-2.680211543680948,0.4740827282728304,-6.427553552052558,-1.5701720984821403,-3.8424210636334934
5.858585858585858,-2.6641306249226435,0.35120375717185226,-6.574415348086934,-1.7293765589392642,-4.009044102579982
5.959595959595959,-2.640707002318201,0.21568700058211845,-6.724118135032069,-1.909314568837113,-4.1558150326061
6.0606060606060606,-2.5983332667225105,0.08746694511208411,-6.886060688129507,-2.090290105775837,-4.282953187138998
6.161616161616162,-2.568152950375487,-0.03818977840587107,-7.061056245019464,-2.277383030621494,-4.41428464645347
6.262626262626262,-2.5608990128964417,-0.1713995508101161,-7.23212118351002,-2.4700972836055763,-4.567912315637722
6.363636363636363,-2.561501730533774,-0.31584236938030147,-7.384032329058059,-2.6668019113736006,-4.7272813283945965
6.4646464646464645,-2.559626351059334,-0.48138578932137466,-7.514260517222536,-2.8611658308210046,-4.8768005541276525
6.565656565656566,-2.5587715297357345,-0.6650906097989829,-7.637874497764212,-3.054309893116854,-5.024567768160374
6.666666666666667,-2.5790380670836375,-0.8405053564698789,-7.772041816416812,-3.2551696333565956,-5.168532331108695
6.767676767676767,-2.627241807932313,-1.0051407918897437,-7.915493616928026,-3.4506014976255512,-5.298680587837725
6.8686868686868685,-2.68444479631261,-1.1659016909909097,-8.072098616481542,-3.625442363357209,-5.420916824134643
6.96969696969697,-2.738358629786678,-1.303049069034686,-8.24241468883427,-3.799413081173072,-5.532107425380278
7.070707070707071,-2.8007915545585016,-1.4204140739905684,-8.405205208930763,-4.003079802808643,-5.623655987243628
7.171717171717171,-2.886833448631159,-1.5476358140170743,-8.569664014318416,-4.230726537422543,-5.7068061977512485
7.272727272727272,-2.9859398909902795,-1.6966509622945092,-8.757924492661989,-4.451051054903715,-5.795588839374234
7.373737373737374,-3.061575408592427,-1.8678249307218948,-8.965289247666341,-4.6540309148051335,-5.887459209205162
7.474747474747475,-3.0914029663480047,-2.055412820123208,-9.179909079261186,-4.862264469528815,-5.957790217944524
7.575757575757575,-3.0929530641403837,-2.2356420094580916,-9.385590254319093,-5.097184593581597,-6.000251668434422
7.6767676767676765,-3.0886558505709227,-2.38526799923646,-9.565005596053433,-5.353492425592711,-6.041771715209983
7.777777777777778,-3.0659819894558527,-2.5159471047838715,-9.710617955982869,-5.612842881239715,-6.091977994931465
7.878787878787879,-3.016034313459824,-2.6612127008403976,-9.831230839479685,-5.884529703856192,-6.147084482533398
7.979797979797979,-2.9564523162020637,-2.8293654544477462,-9.950738021798035,-6.169048623063425,-6.200879927991175
8.080808080808081,-2.891874250575797,-3.008986383232576,-10.0887340067378,-6.446709563143659,-6.228993620273191
8.181818181818182,-2.822421852724068,-3.196990389825721,-10.243648430606973,-6.719406709007011,-6.217950467903821
8.282828282828282,-2.7729175208903762,-3.3979707085200577,-10.410882193748144,-6.984140317678262,-6.173801740701606
8.383838383838384,-2.7610324814886913,-3.6104171391278648,-10.602080547656898,-7.24356990613368,-6.114025369949929
8.484848484848484,-2.7629873118777137,-3.8354010856348872,-10.811030061468273,-7.512109631440168,-6.064995326922657
8.585858585858587,-2.761351184562903,-4.064965108150405,-11.012385437637132,-7.787347532787359,-6.0204114573578025
8.686868686868687,-2.758117644687977,-4.290380081691634,-11.198262592304426,-8.060537153153035,-5.965318754360006
8.787878787878787,-2.73102303247389,-4.5270842579263055,-11.380505290950467,-8.319211340857674,-5.910920953033632
8.88888888888889,-2.6774039034793646,-4.779036018619518,-11.569890342937706,-8.550102668856473,-5.850894558396259
8.98989898989899,-2.6240972176414252,-5.03143812031732,-11.760028131556766,-8.770471951613198,-5.761512199358036
9.09090909090909,-2.585343078839251,-5.276117513832077,-11.943555348282427,-9.01935210412055,-5.638552642691893
9.191919191919192,-2.575626798279603,-5.519299946518568,-12.130673273414292,-9.300238503332572,-5.503728563680935
9.292929292929292,-2.6036792560575384,-5.775846370129642,-12.344356418279654,-9.590219279231544,-5.369551305518711
9.393939393939394,-2.663543025285542,-6.048686761106417,-12.595458128253277,-9.887068426313236,-5.2143112806042575
9.494949494949497,-2.7380506146882437,-6.32689230810737,-12.866262079155696,-10.181775606353733,-5.024936712922534
9.595959595959595,-2.8140906037768785,-6.6022725015833315,-13.143486268109227,-10.459061867708549,-4.807036074447173
9.696969696969695,-2.895370638785663,-6.862827952264702,-13.439719569585005,-10.742535167875308,-4.565324117424861
9.797979797979798,-2.991142473504798,-7.10052433682845,-13.758431644373749,-11.058613278366224,-4.310723446399105
9.8989898989899,-3.100386395767828,-7.326698960339311,-14.09921642531412,-11.397805891848682,-4.050457180716018
10.0,-3.2019598841109946,-7.550315927220813,-14.46664113196601,-11.744362255453204,-3.7950988989171086
