t,FA_1,A_1,FA_2,A_2,FA_3,A_3,FA_4,A_4,FA_5,A_5
4.3306,-0.134880972,-0.85891175,-0.134880972,0.556992196,-0.055894277,-0.455329132,-0.055894277,0.790256686,0.095021881,0.085587787
4.3311,0.288824286,-0.301308148,0.288824286,0.522833257,0.087693219,0.327541624,0.087693219,-0.629952429,0.087693219,-1.361438833
4.3315,0.194094539,0.843763974,0.194094539,-0.495914453,-0.863947161,-0.264217054,-0.863947161,-0.555010833,0.309724545,-0.087138778
4.332,-0.269782645,-0.19508211,-0.269782645,-0.18871793,-0.216039121,-1.617481868,-0.216039121,0.704006752,0.314067456,-0.319521315
4.3325,0.123793667,0.039620928,0.123793667,-0.04431962,0.164237026,1.288426241,0.164237026,-1.398574713,0.179165782,0.056061405
4.333,-0.172881443,-0.250472544,-0.172881443,-0.112729835,-0.013279463,-0.223112784,-0.013279463,0.777058495,0.136279536,1.064057744
4.3335,-0.178581514,-1.747060646,-0.178581514,1.064845551,-0.137052427,-1.106786867,-0.137052427,1.613555434,-0.362612369,-0.452990165
4.334,0.501898359,0.504521416,0.501898359,0.088370219,-0.265711166,1.452098542,-0.265711166,-1.645012771,0.024449577,-0.350654199
4.3345,0.347453585,1.203731011,0.347453585,-0.483282602,-0.673130508,-1.023421155,-0.673130508,0.027143908,0.203866089,1.159998481
4.335,-0.155238367,0.359283869,-0.155238367,-0.307630926,-0.769760278,-0.884652699,-0.769760278,0.183952457,0.027978192,-0.373065197
4.3354,0.124607963,0.87306877,0.124607963,-0.430218978,0.347996449,1.50572244,0.347996449,-1.183987142,0.391154127,0.092740102
4.3359,-0.085480359,-0.934595802,-0.085480359,0.771493586,0.082807444,0.005373526,0.082807444,1.162317641,0.766273068,0.659090211
4.3364,-0.372655351,-1.166935252,-0.372655351,0.614962051,-0.25078241,-0.629225181,-0.25078241,1.514365854,-0.059965756,-1.451175152
4.3369,0.166951345,1.10991381,0.166951345,-0.588677301,0.457112089,1.019863576,0.457112089,-1.383886801,-0.037436905,-0.584200064
4.3374,0.178894351,0.804814016,0.178894351,-0.313066562,-0.001879321,0.02679354,-0.001879321,-0.957746502,-0.061322916,1.402346249
4.3379,0.339310627,0.422989947,0.339310627,0.022594717,-0.496428315,-1.289780267,-0.496428315,0.940127567,-0.628072806,-0.357941928
4.3384,0.171565688,0.55712971,0.171565688,-0.288202991,0.238066513,0.538467215,0.238066513,-0.132570214,-0.42721317,-0.026116358
4.3389,-0.332483423,-1.628807393,-0.332483423,0.745811284,0.117822164,0.309722387,0.117822164,0.039246354,0.2277521,0.461108956
4.3394,-0.406855775,-1.040255563,-0.406855775,0.223688616,-0.119680783,-1.300798033,-0.119680783,0.947040612,0.062992912,-1.294827511
4.3398,-0.267339758,0.326686054,-0.267339758,-0.663415754,0.165594185,0.629668466,0.165594185,-1.347573307,0.174008576,-0.140030211
4.3403,-0.200838933,-0.469018244,-0.200838933,0.049169621,-0.010022279,0.231656283,-0.010022279,-0.606215383,0.026892464,1.049703872
4.3408,0.289638582,0.569089218,0.289638582,-0.174048485,-0.164195621,-1.001311761,-0.164195621,1.451680601,-0.370755327,-0.26024081
4.3413,0.267924027,0.427741743,0.267924027,-0.033134399,0.337682035,1.180193616,0.337682035,-0.305778008,0.000292134,0.701222394
4.3418,0.331981964,-1.016034943,0.331981964,1.159972254,0.176994327,0.54597653,0.176994327,-0.110279798,0.311081705,0.432653574
4.3423,0.453854905,0.925633978,0.453854905,-0.092477014,-0.406312911,-0.937445648,-0.406312911,0.756867232,0.250280951,-1.353935672
4.3428,-0.001607889,0.879808688,-0.001607889,-0.44514697,0.126236554,0.706762053,0.126236554,-1.111360154,0.491583945,0.130969904
4.3433,0.165594185,-0.076638047,0.165594185,0.448685769,0.297510108,0.575145912,0.297510108,-0.520433295,0.366182389,0.484326282
4.3438,0.581156485,1.244884522,0.581156485,-0.093344992,0.054035658,-0.759314838,0.054035658,1.475854714,-0.346869316,-0.536294324
4.3442,0.26276682,-0.13547538,0.26276682,0.594980087,0.527684393,0.642034216,0.527684393,0.04715665,0.079550261,0.546776703
4.3447,-0.08982327,-0.030351119,-0.08982327,0.094593806,0.032049671,0.399434086,0.032049671,-0.548898051,0.013863731,0.358563714
4.3452,0.251095246,1.160103119,0.251095246,-0.550590916,-0.541757449,-1.671949026,-0.541757449,0.614789686,-0.110452097,-1.326237378
4.3457,0.045078404,-0.50947622,0.045078404,0.441483398,0.106422023,0.173692985,0.106422023,-1.213393746,0.001377862,0.277980142
4.3462,0.204680385,-0.400523439,0.204680385,0.461797778,0.574642118,0.786791659,0.574642118,-0.769013597,-0.092537589,0.365500598
4.3467,0.527141529,0.455821659,0.527141529,0.08301461,0.524155778,-0.808630113,0.524155778,1.99990417,-0.297468703,-0.302545338
4.3472,-0.209253323,-0.45388882,-0.209253323,0.031139069,0.909860564,1.017075281,0.909860564,0.317645703,0.035849718,0.921386906
4.3477,0.063535776,-0.052380496,0.063535776,-0.048093171,0.191108788,0.958533396,0.191108788,-0.713364506,0.243766584,-0.147656475
4.3481,-0.481228126,0.547841549,-0.481228126,-0.974822894,-1.039563626,-1.687343123,-1.039563626,0.670888156,0.131393761,-0.919306343
4.3486,-0.331126264,-1.852603459,-0.331126264,0.961402263,-0.250510978,0.080491301,-0.250510978,-1.296147145,0.13817956,0.308602145
4.3491,-0.233953629,0.062819789,-0.233953629,-0.263481006,0.176994327,1.452584801,0.176994327,-1.382951108,-0.067565851,0.121650967
4.3496,0.225852076,0.286375803,0.225852076,0.052216778,-0.419341644,-1.169902047,-0.419341644,2.573237544,-0.170438556,0.244914533
4.3501,0.178351487,0.112510529,0.178351487,0.212792721,0.163694162,0.184433768,0.163694162,0.941734249,0.298324404,0.696347494
4.3506,0.333881988,1.745226516,0.333881988,-0.852745779,0.035035423,1.459337029,0.035035423,-1.955835104,0.192465948,-0.591050775
4.3511,-0.056437141,0.086449512,-0.056437141,-0.032143304,-0.987177262,-2.023311126,-0.987177262,0.400128244,0.391154127,-1.121928601
4.3516,-0.465756506,-1.07972871,-0.465756506,0.393159796,-0.851461292,-0.665325291,-0.851461292,-0.508232355,-0.035536882,0.398757017
4.3521,0.20685184,-0.260148482,0.20685184,0.420245636,0.232095011,1.172770473,0.232095011,-1.088608048,-0.810746501,-0.068236231
4.3525,-0.507557024,-0.086751002,-0.507557024,-0.442746179,-0.307511685,-0.969471032,-0.307511685,1.925504291,-0.752931498,0.672951668
4.353,0.145779654,-0.158526516,0.145779654,0.242858004,0.207394704,-0.389961156,0.207394704,0.914568383,-0.41309871,1.500595178
4.3535,0.588756579,1.559173994,0.588756579,-0.62252229,0.07385019,1.550261298,0.07385019,-2.108414568,-0.447027702,-1.069664997
4.354,-0.363969528,-0.415400501,-0.363969528,-0.178542272,-0.621015575,-1.594436887,-0.621015575,0.491727632,-0.101766275,-0.974493656
4.3545,-0.359626617,-1.423649202,-0.359626617,0.565222598,0.374868211,-0.248872198,0.374868211,0.035817532,-0.012193735,0.489065768
4.355,-0.236939381,-0.001674151,-0.236939381,-0.383003433,0.322481847,2.537089985,0.322481847,-1.339078202,-0.104480594,-0.224805458
4.3555,-0.722259689,-1.437572212,-0.722259689,0.254387954,-0.165552781,-1.917916038,-0.165552781,3.141978637,0.074393054,0.97155775
4.356,-0.313483188,0.084233648,-0.313483188,-0.42219172,0.022820985,0.278127866,0.022820985,-0.204655485,0.379753986,0.393414323
4.3564,0.304567339,1.385721117,0.304567339,-0.761534211,0.137636696,1.867849944,0.137636696,-2.977746933,0.105064863,-1.702127857
4.3569,-0.508099888,-0.690432257,-0.508099888,0.019467534,-1.115836001,-2.597822999,-1.115836001,1.548807963,0.379211122,-0.446077901
4.3574,-0.251053842,-0.311796569,-0.251053842,-0.050161544,-0.16962426,-0.211301001,-0.16962426,0.233353336,0.092578994,0.810926107
4.3579,-0.043951272,-0.000572375,-0.043951272,-0.026818474,0.822188047,2.283078157,0.822188047,-1.560123285,-0.549086111,0.105050455
4.3584,0.026349601,-1.418128009,0.026349601,1.138716025,0.20115177,-1.68952821,0.20115177,2.37358412,-0.408755798,1.011744898
4.3589,0.586856556,1.343151916,0.586856556,-0.351159103,0.054035658,0.0391716,0.054035658,0.048911074,0.086878923,0.335112491
4.3594,0.296695812,1.727850453,0.296695812,-0.923513693,0.168037073,1.398788557,0.168037073,-2.156202609,0.070593007,-1.325234084
4.3599,-0.031465403,-0.605029181,-0.031465403,0.475002125,-0.535785946,-1.928410614,-0.535785946,1.124871467,0.131122329,-0.279364943
4.3604,-0.172338579,0.420097014,-0.172338579,-0.482112986,-0.255396753,0.119238137,-0.255396753,-0.074440306,0.218251982,0.333413662
4.3608,-0.697559382,-1.424375513,-0.697559382,0.370106052,0.618614093,1.447063607,0.618614093,-0.819707209,-0.332754855,0.22512564
4.3613,-0.41309871,-1.708855465,-0.41309871,0.831556437,0.171294256,-0.858456267,0.171294256,1.566801579,0.331981964,0.498550895
4.3618,0.340667786,1.609178648,0.340667786,-0.903519418,0.159351251,0.351516036,0.159351251,-0.022035361,0.589299443,0.039971773
4.3623,-0.058065733,0.536842248,-0.058065733,-0.472140472,0.383011169,1.02540939,0.383011169,-1.273321168,0.369439572,-1.537760021
4.3628,-0.001336457,-0.00546574,-0.001336457,-0.103957717,-0.120766511,-0.885434406,-0.120766511,0.629619184,0.251909542,-0.457754271
4.3633,0.320581823,0.341470788,0.320581823,-0.037603563,0.219066278,0.158994423,0.219066278,0.127663155,0.289638582,0.956877654
4.3638,-0.371298191,-2.126742714,-0.371298191,1.138525193,0.456297793,0.989549331,0.456297793,-0.456941622,-0.232325038,0.701333188
4.3643,-0.075437377,-0.613775687,-0.075437377,0.372993156,-0.073808785,-0.90144402,-0.073808785,1.106920942,-0.214681962,0.22215269
4.3647,0.6756148,1.746285207,0.6756148,-0.582724572,0.057835706,-0.177779909,0.057835706,-0.223320091,0.123793667,-0.203490081
4.3652,-0.066751555,0.613806576,-0.066751555,-0.418990666,0.710358088,0.797815581,0.710358088,-1.36998684,-0.352297955,-0.85942263
4.3657,0.135193808,0.735248211,0.135193808,-0.292832208,0.003277886,-0.445585487,0.003277886,0.552738488,0.147679677,-0.24211997
4.3662,-0.195681726,0.237374442,-0.195681726,-0.311028968,0.27253837,-0.420398504,0.27253837,1.145013483,-0.201110365,1.545589519
4.3667,-0.988262989,-2.395970138,-0.988262989,0.848675919,0.313796024,1.142425452,0.313796024,-0.681784878,-0.482313854,-0.337832966
4.3672,-0.146823977,-0.377226096,-0.146823977,0.139076144,-0.226624967,-0.612957049,-0.226624967,0.269094334,-0.343883565,-0.288942398
4.3677,0.036664014,1.281070805,0.036664014,-0.955992079,-0.696745086,-0.658462269,-0.696745086,-0.0883218,0.245395176,0.084799924
4.3682,-0.362340937,-0.10637986,-0.362340937,-0.345187906,-0.192967407,0.588502645,-0.192967407,-1.120119961,-0.0059508,-0.97568776
4.3687,0.072221598,0.910695364,0.072221598,-0.77097732,0.187580173,-0.149626131,0.187580173,0.4264446,-0.226082103,0.012870531
4.3691,-0.33764063,-0.98527137,-0.33764063,0.180769871,0.302124451,0.367254823,0.302124451,0.762259776,-0.308868845,0.83507902
4.3696,-0.683987785,-3.007123776,-0.683987785,1.373420989,0.184594421,0.666488733,0.184594421,0.186365559,-0.853632747,0.050017022
4.3701,0.33415342,0.168368757,0.33415342,0.02353041,-0.29421152,-0.516659311,-0.29421152,0.234092041,-0.168538532,0.242040066
4.3706,0.230466419,0.889589263,0.230466419,-0.484772323,-0.669059028,-0.320401506,-0.669059028,-0.823246836,0.366182389,0.663337282
4.3711,0.300767291,0.56024423,0.300767291,-0.08818637,-0.382155468,-0.197322595,-0.382155468,-0.812320162,0.334967716,-1.084061955
4.3716,0.657971724,1.981369866,0.657971724,-0.731216537,-0.21441053,-0.384427652,-0.21441053,0.408863427,0.393597015,-0.485200204
4.3721,-0.441327631,-0.996393775,-0.441327631,0.47894804,0.026621032,0.077961523,0.026621032,0.707152403,0.36916814,0.620534184
4.3726,-0.663901822,-1.85280658,-0.663901822,0.910942573,0.157179795,0.090518083,0.157179795,0.268441812,-0.191338815,-0.137204985
4.373,0.347725017,0.909815174,0.347725017,-0.119402802,0.083893172,-0.123897493,0.083893172,-0.349878681,0.027978192,0.395950256
4.3735,-0.175867194,0.652898103,-0.175867194,-0.444882267,-0.474170896,-0.068230076,-0.474170896,-0.680405963,0.095564745,0.456289452
4.374,-0.145738249,1.290414363,-0.145738249,-0.93367704,-0.059422892,-0.45406732,-0.059422892,0.15918738,-0.161481302,-1.255637502
4.3745,0.775773185,1.411800601,0.775773185,-0.263234771,0.172108552,0.585517385,0.172108552,-0.040182874,0.153379748,-0.154070169
4.375,-0.239382268,-1.765704676,-0.239382268,1.022376184,0.703300858,0.38128247,0.703300858,0.591809813,-0.138681019,0.811012279
4.3755,-0.290411473,-1.669357697,-0.290411473,0.803811918,-0.064308667,0.248244484,-0.064308667,0.386597635,-0.825403826,-0.507106477
4.376,0.349353609,0.464340423,0.349353609,-0.145977705,-0.12483799,-0.358249686,-0.12483799,-0.013780335,-0.329769104,0.610938264
4.3765,0.522798618,-0.281463859,0.522798618,0.598384285,-0.301811614,0.066217446,-0.301811614,-0.970501471,0.164237026,0.800640807
4.377,0.492669673,1.518488276,0.492669673,-0.681452461,-0.668787597,-0.314098605,-0.668787597,-0.279049208,0.127322282,-1.298896083
4.3774,0.050778475,1.151867493,0.050778475,-0.837596176,-0.13053806,-0.77140976,-0.13053806,0.803590307,0.245395176,-0.266488314
4.3779,-0.507828456,-2.107304666,-0.507828456,1.130276323,0.21933771,0.929265532,0.21933771,-0.40745456,0.434854669,0.386348181
4.3784,0.206037544,-0.853230522,0.206037544,0.967391928,-0.155509799,-0.248078181,-0.155509799,0.461299152,0.067878687,-0.108121775
4.3789,0.345824993,0.562293904,0.345824993,0.179421734,-0.141938202,-0.886376148,-0.141938202,0.45839358,0.072221598,0.676866361
4.3794,0.26276682,1.065424193,0.26276682,-0.229488276,0.481269531,1.046343146,0.481269531,-1.567639606,0.131393761,0.063293737
4.3799,0.329810509,3.347080448,0.329810509,-1.879736203,0.219880573,0.071972536,0.219880573,0.101088252,-0.258653936,-0.870095706
4.3804,0.109407774,0.214452564,0.109407774,0.119149583,0.089050379,-0.689182756,0.089050379,1.579322625,-0.178310082,0.076521212
4.3809,-0.846032653,-2.17471616,-0.846032653,0.854610181,0.769530251,1.23054296,0.769530251,-0.490657338,0.128950874,0.670224925
4.3813,0.123522235,-1.42547729,0.123522235,1.138075814,0.346639289,0.38092547,0.346639289,-0.353793817,-0.327869081,0.233478215
4.3818,0.469055094,-0.319404367,0.469055094,0.655793955,-0.272225533,-1.058050178,-0.272225533,0.655590812,-0.342797837,-0.327547666
4.3823,0.745101376,1.657176715,0.745101376,-0.604879559,0.166679913,0.577097103,0.166679913,-0.907994738,0.12705085,-0.269873661
4.3828,0.717143887,2.874479834,0.717143887,-1.570385125,0.709543792,0.472994602,0.709543792,-0.269045915,0.444354787,-0.194220386
4.3833,-0.089008974,-0.686228271,-0.089008974,0.249401697,0.121893643,-0.372412748,0.121893643,1.160132307,0.032863967,-0.143852575
4.3838,-0.523842941,-2.872497754,-0.523842941,1.48736004,0.456840657,0.181153059,0.456840657,0.349176084,-0.065394395,-0.242039952
4.3843,-0.272225533,-1.839492933,-0.272225533,1.034792579,0.211737615,0.547404531,0.211737615,-0.82306216,0.108050614,0.481113279
4.3848,-0.198124613,-0.236561845,-0.198124613,0.068591399,-0.587900879,-0.913612805,-0.587900879,0.126893671,-0.220110601,0.319201359
4.3853,0.82815955,2.651188493,0.82815955,-0.892943629,-0.457070684,-0.533056702,-0.457070684,-0.129049054,-0.08575179,-0.438851724
4.3857,1.1234775,3.511589853,1.1234775,-1.229873018,0.09067897,0.665140749,0.09067897,-0.736128924,0.020106666,0.575127447
4.3862,-0.150624024,0.074293038,-0.150624024,0.077215777,0.201966065,-0.174566907,0.201966065,0.769148198,0.335782012,-0.021844665
4.3867,-0.253496729,-1.873875749,-0.253496729,1.314626248,0.017663778,0.160693252,0.017663778,0.631619843,0.27253837,-0.162976709
4.3872,-0.393284178,-1.311009471,-0.393284178,0.693954211,-0.128366605,0.38563418,-0.128366605,-0.310604213,0.244309448,0.084559873
4.3877,-0.236125085,-0.802050229,-0.236125085,0.467159543,-0.409298662,-0.513064688,-0.409298662,-0.20508024,0.027163896,-0.436315791
4.3882,0.629199938,2.595484145,0.629199938,-1.281286868,-0.223096352,-0.07204013,-0.223096352,-0.584435905,0.341482082,0.021063071
4.3887,0.845259762,2.490809212,0.845259762,-1.077755244,0.457654952,0.494045306,0.457654952,-0.255878503,0.372968187,0.534558678
4.3892,-0.043408408,-0.913600494,-0.043408408,0.487412365,0.289910014,0.251691382,0.289910014,0.891052948,0.157451227,-0.699178763
4.3896,-0.415270165,-1.814447519,-0.415270165,0.67959256,0.121350779,-0.173262009,0.121350779,0.989516135,0.364825229,-0.457711185
4.3901,-0.697559382,-2.485749543,-0.697559382,0.888288961,0.036664014,0.082953371,0.036664014,-0.605507458,0.344739266,0.354476676
4.3906,-0.475528056,-1.321713323,-0.475528056,0.330062099,-0.369669599,-0.282584101,-0.369669599,-1.04557234,-0.105837754,-0.495503969
4.3911,0.628928506,2.188787007,0.628928506,-1.091833725,-0.395184202,-0.793814603,-0.395184202,-0.041758777,0.031235375,0.316000667
4.3916,0.25435243,2.041733683,0.25435243,-1.241913905,0.498098311,0.314240287,0.498098311,0.124123529,0.293438629,0.943176231
4.3921,-0.176952922,-0.309673033,-0.176952922,0.098244239,0.791516238,0.87955017,0.791516238,0.43934731,0.026078169,-0.600400489
4.3926,-0.216581985,-0.858154664,-0.216581985,0.521817538,0.191651652,-0.22190637,0.191651652,1.171594542,0.27253837,-0.332994997
4.3931,-0.67068762,-2.081015907,-0.67068762,1.011049378,-0.477699511,-0.141156608,-0.477699511,-0.305365565,0.350439336,0.518167443
4.3936,-0.845218357,-0.240716589,-0.845218357,-0.534339412,-0.420698804,-0.136995709,-0.420698804,-1.332688406,-0.078965992,-0.396510264
4.394,-0.011108007,2.264347955,-0.011108007,-1.606630904,-0.533885923,-0.299221543,-0.533885923,-0.535453624,0.06407864,0.382378092
4.3945,0.180522942,0.840040092,0.180522942,-0.406069489,-0.116966464,-0.007835483,-0.116966464,0.685545289,0.093936153,0.692949837
4.395,0.009249388,-0.369476729,0.009249388,0.23891209,0.427797439,0.578371225,0.427797439,0.831027032,-0.359355185,-1.041468133
4.3955,-0.054537117,-1.087601181,-0.054537117,0.569833347,0.208209,0.356434023,0.208209,0.333737155,0.019020938,-0.257846446
4.396,-0.87073296,-1.81063131,-0.87073296,0.252750492,-0.135423835,-0.406783254,-0.135423835,-0.28604228,0.414225842,0.762632591
4.3965,-0.358812322,-0.573785505,-0.358812322,-0.168286588,-0.342254973,-0.070532112,-0.342254973,-1.115632329,0.024721009,-0.606586441
4.397,0.34121065,0.881427499,0.34121065,-0.525610384,-0.117780759,-0.266728366,-0.117780759,-0.198844341,-0.089280406,-0.237922139
4.3975,-0.069194442,0.103351627,-0.069194442,-0.231821352,0.446526243,-0.014624643,0.446526243,0.765713221,-0.389484131,0.266377634
4.3979,-0.011650871,-0.113759917,-0.011650871,0.009618138,0.138993855,0.639621387,0.138993855,0.465392808,-0.372112487,-0.494962314
4.3984,-0.561843412,-0.185535431,-0.561843412,-0.463374509,-0.050465638,-0.694365414,-0.050465638,0.676514623,-0.051551366,1.072927353
4.3989,-0.628615669,-1.774561975,-0.628615669,0.773863597,-0.403598592,-0.077481306,-0.403598592,-1.112486678,0.233995034,0.512590853
4.3994,0.191108788,0.139710255,0.191108788,0.186593326,-0.586815151,-0.081765309,-0.586815151,-1.123468756,-0.039336929,-1.043770169
4.3999,-0.279554195,1.663387288,-0.279554195,-1.32640326,-0.314568915,-0.774653538,-0.314568915,0.700725671,0.328996213,-0.16476171
4.4004,0.058921433,0.055809043,0.058921433,0.204679281,0.36781098,0.879273188,0.36781098,0.28130143,0.510584181,0.381362488
4.4009,0.129493738,1.327573164,0.129493738,-0.762008213,-0.110723529,0.580580933,-0.110723529,0.53057119,-0.416898757,-0.049321373
4.4014,-0.52655726,-0.884541906,-0.52655726,0.125810238,-0.770303142,-1.155658969,-0.770303142,0.874302818,0.037749742,0.255519902
4.4019,-0.467113665,-2.190288757,-0.467113665,1.097237754,-0.644901586,0.191019807,-0.644901586,-1.7177875,-0.110994961,0.773502633
4.4023,0.114836413,0.722660874,0.114836413,-0.587107554,-0.466027938,0.118782654,-0.466027938,-1.294688203,-0.496699747,-1.167932391
4.4028,-0.114252144,-0.162078053,-0.114252144,-0.098725225,-0.236939381,-0.950728519,-0.236939381,1.367314363,0.217166254,-0.16859023
4.4033,0.21933771,0.149521606,0.21933771,-0.072488895,0.523884346,0.978377686,0.523884346,0.55765703,0.911760587,1.108916671
4.4038,0.33415342,1.203620218,0.33415342,-0.721915013,0.008163661,0.531401072,0.008163661,0.293945593,0.580342189,-0.973896604
4.4043,-0.4215131,-1.987247947,-0.4215131,0.94945987,-0.582200808,-1.629662963,-0.582200808,0.610714498,0.301853019,-0.77000638
4.4048,-0.373198214,-1.028339141,-0.373198214,0.297762234,-0.542571745,0.277026089,-0.542571745,-2.187012753,-0.012736599,0.170836983
4.4053,0.235623626,0.575983016,0.235623626,-0.127707074,-0.384598356,-0.086861795,-0.384598356,-0.881358276,-0.582200808,-0.156778446
4.4058,-0.194053134,-0.048551976,-0.194053134,0.012148201,-0.132166652,-1.091257356,-0.132166652,1.909117357,-0.586543719,1.325640439
4.4062,0.53854167,1.576242298,0.53854167,-0.426273064,0.882988802,1.36387024,0.882988802,0.260593074,-0.288511449,1.102921529
4.4067,0.505426974,1.543318259,0.505426974,-0.367816895,0.602599608,0.8422498,0.602599608,-0.07697037,-0.235039357,-0.979411642
4.4072,-0.270596941,-1.09400872,-0.270596941,0.731578906,-0.035808314,-1.123885947,-0.035808314,0.595663389,0.008977956,-0.617173345
4.4077,0.186223013,-0.004031584,0.186223013,0.374766048,-0.093351885,0.770603545,-0.093351885,-1.64500046,-0.307240253,-0.019641112
4.4082,0.319767527,0.423026878,0.319767527,0.119672832,0.07520735,0.167328532,0.07520735,-0.316520006,-0.698102246,-0.001883427
4.4087,-0.119680783,-0.22905253,-0.119680783,0.126524319,0.00952082,-0.702878024,0.00952082,1.580289097,-0.824046666,1.473056918
4.4092,0.423997392,1.545946519,0.423997392,-0.709757164,0.53854167,1.033386499,0.53854167,-0.054076679,-0.405498615,0.334281542
4.4097,0.652000221,0.097344174,0.652000221,0.512232844,0.253809566,0.254418126,0.253809566,-0.225302282,-0.386498379,-1.128606968
4.4102,0.409340067,-1.41118497,0.409340067,1.407395252,-0.014093758,-1.076300277,-0.014093758,0.254578786,0.068964415,-0.753362782
4.4106,0.594185218,0.592035717,0.594185218,0.088924248,0.507326997,0.762398694,0.507326997,-1.310644226,-0.167181372,-0.184636776
4.4111,0.422097368,0.156126111,0.422097368,0.296721892,0.169665665,0.327787831,0.169665665,0.112932152,-0.399527113,0.321780378
4.4116,0.15365118,0.45201776,0.15365118,-0.085151525,-0.080323152,-1.202943035,-0.080323152,2.026165123,-0.400069976,1.325935887
4.4121,0.880274482,1.23854469,0.880274482,0.126241149,0.586856556,0.936110088,0.586856556,-0.771488257,0.002192158,0.130354386
4.4126,0.241052265,0.011036288,0.241052265,0.482776993,0.30483877,0.576192292,0.30483877,-1.158329464,0.180522942,-0.811436873
4.4131,-0.248610954,-0.060880795,-0.248610954,0.055861054,-0.635401468,-1.409523072,-0.635401468,0.923131202,0.568127752,-0.532545822
4.4136,-0.080594584,0.944536525,-0.080594584,-0.586885942,-0.16962426,0.406574091,-0.16962426,-0.32719429,-0.084937495,-0.087415761
4.4141,-0.389755563,-0.209103603,-0.389755563,-0.064104596,-0.041236952,0.757597657,-0.041236952,-0.423724532,-0.372112487,0.475321258
4.4146,0.275524121,-0.268556453,0.275524121,0.571649329,-0.298554431,-1.03840901,-0.298554431,1.239112155,0.066521528,1.484671736
4.415,0.527955825,0.985726967,0.527955825,-0.229506744,-0.083580335,0.56006573,-0.083580335,-0.65411423,0.239423673,0.182267146
4.4155,-0.126738013,-0.272212628,-0.126738013,0.000562849,0.24458088,0.551202275,0.24458088,-0.808620482,0.384096897,-1.622578354
4.416,0.345282129,-0.19036109,0.345282129,0.270270106,-0.00730796,-0.70761751,-0.00730796,0.836893579,0.785544735,-0.781042611
4.4165,-0.273582693,0.419518427,-0.273582693,-0.85123759,0.185137285,0.495165548,0.185137285,0.022600873,0.294252925,0.010340753
4.417,-0.613415481,-2.237406634,-0.613415481,0.814166096,0.51194134,0.403508813,0.51194134,-0.099057642,-0.70570234,0.226061227
4.4175,-0.090637565,-0.542178673,-0.090637565,0.105317337,0.099364792,-0.440882932,0.099364792,0.370395378,0.04860702,1.227717734
4.418,-0.06892301,0.366891668,-0.06892301,-0.502673602,0.298595836,0.036592581,0.298595836,-0.360614524,0.123793667,0.819524888
4.4185,-0.538500266,-0.655403147,-0.538500266,-0.085434695,0.615085477,0.403318003,0.615085477,-0.514382072,0.089864674,-2.036655549
4.4189,0.286381399,1.070594541,0.286381399,-0.544145717,0.183508694,-0.123300441,0.183508694,0.537225688,0.13817956,-0.673622469
4.4194,-0.279011331,0.289964271,-0.279011331,-0.411849853,0.131393761,-0.204979634,0.131393761,0.680891449,-0.123752262,0.805392603
4.4199,-0.778717532,-1.607362758,-0.778717532,0.531291427,-0.093894749,0.336263509,-0.093894749,-0.472626786,-0.864761457,0.587868662
4.4204,0.257338181,0.527972639,0.257338181,-0.045741627,-0.180210105,-0.422466644,-0.180210105,-0.261751206,-0.376183966,1.4571027
4.4209,-0.200567501,0.490241406,-0.200567501,-0.435155988,-0.575686441,-0.096242285,-0.575686441,-0.353424464,0.114293549,0.207367956
4.4214,-0.377541125,-0.325996561,-0.377541125,-0.058515063,-0.113980712,-0.00336067,-0.113980712,0.112956775,-0.051008502,-2.229700353
4.4219,0.522255754,1.482560511,0.522255754,-0.599585508,0.360210886,0.341600047,0.360210886,0.288897777,0.326281894,-0.770351069
4.4224,-0.103394867,-0.638537963,-0.103394867,0.294973624,0.625671323,0.658948642,0.625671323,0.144444065,0.039378334,1.069049592
4.4229,-0.625358486,-1.625286632,-0.625358486,0.415290159,0.519270003,0.231810162,0.519270003,0.27957163,-0.755917249,0.359357731
4.4233,0.020920962,0.373354603,0.020920962,-0.491039002,-0.155509799,0.062247357,-0.155509799,-0.02912077,-0.077608832,0.838310487
4.4238,-0.575686441,-0.882947715,-0.575686441,-0.135728176,-0.943205287,-0.627144731,-0.943205287,-0.063002695,0.323839006,0.192490894
4.4243,-0.44539911,-0.769950983,-0.44539911,-0.052962466,-0.806675022,-0.979965608,-0.806675022,-0.293398548,0.215809094,-2.326398177
4.4248,0.102621976,0.982427792,0.102621976,-0.762685359,-0.236939381,0.114240134,-0.236939381,-1.022223115,0.169122801,-0.268322556
4.4253,-0.41879878,-1.250307119,-0.41879878,0.41184287,-0.019793829,-0.047007027,-0.019793829,0.227529881,-0.052365662,1.34345352
4.4258,-0.436170424,-0.534687823,-0.436170424,-0.095573418,0.251909542,-0.285403172,0.251909542,1.223334653,-0.412555846,0.637688662
4.4263,0.265752571,0.718469199,0.265752571,-0.267186841,0.156094068,0.787776488,0.156094068,-0.138313643,0.517912843,1.113157588
4.4268,-0.046937023,-0.68235051,-0.046937023,0.559362207,-0.272768397,-0.312085862,-0.272768397,-0.113480852,0.401468541,-0.507980512
4.4272,-0.03390829,0.951017926,-0.03390829,-0.613380819,-0.360983777,-0.520087745,-0.360983777,-0.436713424,0.30891025,-2.785254281
